28.902824,-32.956013,-477.035095,-556.491394,-282.453430,270.575500,456.424133,-177.715652,-204.540390,420.575989,-519.213440,-115.464996,-20.767803,-10.355057,-66.087242,-250.499619,160.434311,-185.392242,-209.180008,-356.692444,-229.608200,410.587402,116.314682,-344.891296,92.082703,146.681122,-208.197739,-192.988892,-188.583130,-60.344124,12.552052,-395.158142,-584.567505,-617.457825,244.579269,109.338631,-262.407990,42.885529,44.178436,-347.521271,-9.074601,470.119415,221.490967,-0.456620,-217.135193,-130.929108,13.921171,-110.289520,-298.068054,-365.091705,151.306793,-256.137177,640.245789,-108.002213,-475.140869,204.300659,-666.359192,-100.277069,4.339592,-456.355988,90.214432,-200.568985,-278.723358,74.773384,-193.715210,-633.069336,-391.815765,381.671326,321.022034,-225.639053,132.211929,54.572147,320.349182,-269.091766,596.620789,-923.576477,109.838356,-56.927643,-646.179443,-8.719680,-648.551086,-158.719681,-388.765686,210.876740,794.277039,-137.460297,-199.544342,419.519226,46.435272,-133.614212,236.845398,61.202614,183.242615,-18.148811,326.530945,497.160400,21.329010,-49.325989,35.984932,-785.158020
-320.829132,-258.095001,-397.010559,-460.751587,7.817019,-709.096497,-139.085953,-415.402985,-432.074615,-222.471527,258.280029,-108.235870,-164.371048,428.400513,29.091564,311.888672,-36.449940,-264.377655,624.221069,-220.575974,622.683716,123.204857,69.849518,204.121338,242.005615,-16.870205,111.318825,20.447279,-320.254333,-837.000000,126.132332,-303.009369,41.716663,-52.627941,142.915009,-505.936462,103.811768,-781.014404,277.490204,85.170746,-344.082672,253.252609,12.416595,-326.957764,-545.249756,-267.991028,60.575272,-196.532440,-74.490417,708.460144,20.095917,-121.440964,-510.011322,34.442898,245.546783,-164.766068,112.432121,-265.755646,3.384191,158.643906,-265.934479,-117.618507,-569.748108,349.642334,302.937164,190.679199,-255.929504,16.772072,351.681671,-308.774689,439.096252,960.571472,125.681862,-133.659195,-145.249786,49.553791,278.726746,-197.707962,174.587753,177.612732,118.234436,-307.793823,-1.053540,-74.863663,-578.571167,277.051331,158.366364,1.813394,-309.801575,-635.790955,526.761536,313.882416,328.185272,-160.260468,367.936829,56.937977,43.486732,-124.936470,-137.853149,296.823730
-156.777405,63.919472,-381.571594,-254.526016,-262.910492,-37.827660,-750.178040,-811.211060,200.376663,-239.140930,-38.081409,-780.678589,107.173790,11.115211,-66.454941,414.189301,-122.382164,-15.702306,-249.973145,501.001770,-650.926941,-352.929871,-438.533447,41.564873,-459.217529,-223.629120,-145.497070,-238.034439,228.205597,-667.354126,189.208618,274.777588,29.691956,667.289734,-222.256149,105.366188,99.077332,-69.379456,-793.279480,95.961823,-157.454880,89.859344,-557.390808,-116.979645,-1.366395,-181.646835,-228.889008,-227.181839,-314.175262,4.205215,-436.001373,-509.580292,-408.857574,-11.558506,462.345032,-342.315125,-1064.616333,345.285980,-255.142548,609.355957,-29.906361,115.190849,-379.105621,-155.946991,-350.553101,-872.043945,-285.084473,200.242157,-12.210442,-644.674561,261.189911,273.202942,536.045898,456.415863,444.179382,217.707397,145.063538,-347.590942,471.523499,315.043884,219.422867,-364.281464,-324.111572,-209.288162,516.066467,-118.649582,-58.318253,-285.018341,492.816498,278.435272,42.857193,-582.861450,-146.338852,-86.618073,-150.227432,563.643066,175.099121,-474.725769,-146.330658,-309.522766
-168.132874,-26.960785,469.280151,480.474670,-458.028503,-323.260742,-203.589127,54.155716,143.474335,13.278889,-234.896042,718.874084,256.609589,486.608826,-40.063164,-108.552673,-36.649544,-303.079224,214.109772,214.762665,-403.838135,-193.951431,42.556221,-161.548996,28.876854,-69.693413,-350.752563,387.730530,338.264343,87.126900,85.146667,87.621521,105.871956,382.398041,-431.506104,-516.597534,178.018585,139.706696,168.021194,-298.113586,536.812073,-247.975372,-276.926453,-230.483765,175.955978,526.250244,-183.312897,-195.503342,-88.310089,-15.691883,-222.382141,-189.673874,179.954315,398.390991,-292.591156,-99.919403,246.914185,-536.695251,108.739304,-717.150513,-713.094543,41.915806,309.271973,-251.807327,-457.848846,7.452427,-404.392212,50.280579,-557.809082,299.525787,79.975174,-730.217224,128.931854,335.773743,-110.827835,-99.641426,533.121277,205.722946,-487.560120,345.575165,-611.967163,375.574310,-236.220612,-234.185333,-443.811584,26.729214,75.918610,253.465622,-53.243473,-316.204254,-75.708267,-156.418777,-103.964775,928.883667,-788.725281,80.065186,-306.530975,600.364807,106.226097,344.032654
-236.353821,140.514099,23.723598,74.164543,129.664734,-127.408943,261.848358,-374.900665,-360.938843,392.663086,-498.668762,52.334774,-116.606522,-339.449677,-81.111000,-132.334656,47.252701,-16.845871,232.511505,645.353882,357.018890,-262.113281,357.336945,-519.655396,-227.712738,-37.905148,-77.210503,-413.114197,-376.302277,-282.558899,-267.984070,-198.965210,-225.120453,64.664558,87.836700,287.260681,-344.193237,361.369904,324.179565,-667.199585,148.957458,73.565071,-246.107727,-3.198204,375.031586,-102.941223,-270.119934,-304.861755,-168.937286,-54.799839,-88.841408,-51.339142,-13.013187,-456.413605,-533.069824,-184.232513,-39.764435,95.694580,-305.401672,-422.474213,186.285156,-445.409149,-480.475891,501.267548,-247.904388,-260.225677,-499.813080,11.549919,-441.321014,-102.140915,-439.008514,300.313507,52.783951,20.717342,605.099304,272.668945,-517.959595,753.468506,269.160645,586.015076,193.576172,-42.072758,-434.400604,0.577576,-214.360977,499.888977,118.750549,-363.713196,318.880249,35.210777,342.425079,83.114723,219.651199,33.814205,-481.237946,752.798401,396.307922,-115.308388,-251.991791,-11.056534
842.109436,-298.362457,-81.012634,-658.031616,242.138199,393.964996,-439.505371,424.538727,-313.477448,-195.050369,126.705841,99.172920,518.223511,-77.235306,561.466919,71.552338,396.136444,-84.180763,-168.342743,70.333878,-86.552895,-444.325287,616.407898,-438.135376,-32.829216,-5.862967,543.546631,-16.574232,-124.021912,531.330872,-16.196875,146.822861,466.956543,14.401980,271.116760,724.144897,20.507660,-942.484680,-172.215302,-13.200851,80.956375,-229.414322,262.551056,540.780884,-41.726181,-38.555305,-177.202866,-19.298496,545.206543,-95.235260,19.505245,-36.769730,567.061646,180.400589,330.348511,561.072144,343.152252,169.210571,-226.458115,246.169128,146.462357,-560.091614,-59.749191,254.361053,-572.815491,423.812439,38.320297,433.375793,299.571472,-1.243945,214.376099,278.591248,-233.000732,-22.923267,312.903076,138.453064,-117.952835,-171.849564,101.692131,108.144783,365.965759,-467.699402,-34.674152,-230.995590,-471.841003,-58.817039,-166.147873,-475.019592,-112.450539,-493.299408,52.353664,386.070160,-466.601379,482.564758,524.116333,-450.232910,-10.389730,224.496979,13.026286,292.779510
220.886398,42.817894,147.193283,523.527527,112.682159,112.838326,279.067627,-131.938446,230.802490,-224.842072,453.950348,-106.480148,-30.334175,588.653931,441.800201,520.438599,-181.970337,127.099442,-100.546341,348.160492,-185.280930,-21.022314,-557.738708,65.370483,-225.516113,-547.314819,-85.725876,273.625336,-320.657379,456.669891,704.889282,-201.115936,28.076584,-206.787674,-63.916924,-504.945740,-125.420296,-225.436310,240.089844,279.970062,612.200928,-301.878510,209.506104,284.681793,736.357300,-115.113129,1.123999,-307.645172,748.387817,30.552265,-247.363861,410.501831,516.664368,178.296463,105.670021,177.164795,732.952393,397.105865,-323.135315,199.488770,-984.751343,176.043961,-125.493164,-597.444092,-224.756683,318.198822,127.898682,-321.172668,-276.415619,213.903900,-284.833221,412.820221,202.916000,119.401306,-294.687134,-84.599335,371.797974,-222.278458,252.461975,-154.409851,551.509521,409.155396,452.306061,138.216614,-399.138824,-262.234558,58.180550,321.587860,-200.306458,-167.631699,-94.976234,-200.469635,-320.681824,-375.613190,287.570984,-515.855408,-897.003479,-755.409546,297.905975,-57.047897
338.408752,166.273560,-72.329338,166.701294,-417.184052,-227.870010,390.091858,-257.366943,31.500048,181.842072,-278.055664,56.432850,-51.838272,62.540287,743.548584,541.124634,-287.079407,295.986023,58.129391,110.903099,-92.178719,-407.079346,-209.054932,36.127415,-428.932831,143.904343,-224.869293,-140.274231,-54.268059,-227.140656,-266.339386,540.774780,496.333557,330.860626,-91.040512,-260.631287,125.204376,549.498901,-382.190887,618.952393,-219.150360,-233.811447,134.634705,-121.755280,-129.682632,-128.699097,-191.330002,-604.171814,78.061081,36.042065,-364.441986,-288.049347,-156.918182,194.158691,-318.791046,-68.114067,-5.677144,605.189148,39.535004,374.165375,-119.002518,269.797485,138.310638,-54.074284,-1010.144226,-79.428543,-288.147675,548.567505,-215.536423,-139.654266,216.704254,486.670441,4.677280,297.806488,-160.756226,238.306885,499.384308,183.298080,136.748627,-64.197617,497.251678,499.227112,118.716560,-93.423218,568.288940,606.816895,96.051865,151.959564,402.840576,89.097878,371.638550,-485.536835,-259.839020,-325.708221,-909.591675,-53.250088,401.141479,-502.584167,20.515709,407.020966
78.993744,213.966095,211.816559,-646.606445,-462.539673,451.315247,-73.983749,-340.985504,-362.852844,145.809769,-106.594055,25.227589,-188.576447,-104.579575,-223.075317,313.232819,319.676666,-248.393677,-231.532471,-280.642120,-132.833176,146.056076,555.287964,-360.280792,-401.369751,317.967010,263.074554,-332.908691,-570.023987,-193.948792,-251.422562,-420.314240,-54.479122,-35.565083,510.621399,359.524841,-306.295868,26.526016,-284.391876,422.190430,-534.267761,366.783051,209.336807,-96.815659,48.465775,-108.882080,-154.337524,141.037231,-371.314575,140.647263,452.171906,-263.878967,-147.031265,-518.778748,262.675751,208.027435,-426.882874,250.985626,-144.652176,-107.424469,127.825127,-119.351997,-557.594666,36.192188,2.669008,-394.201721,-337.391602,805.691956,-122.044785,57.783619,153.048553,210.892487,-297.715851,93.659348,358.915771,-692.132507,-443.769684,216.362991,88.636215,-569.201843,-424.230499,-136.120972,-455.944733,-208.722244,52.919304,-319.354401,376.740723,498.791870,26.657175,111.135017,447.757172,80.720032,249.336761,-20.021315,83.821838,53.548630,-81.973679,113.902061,156.160873,-605.548828
-250.925110,-839.474304,315.321655,128.019775,217.002731,202.957321,-193.010010,40.667313,180.923737,434.940430,-404.156403,277.598419,-551.614075,100.385452,-60.551292,466.559906,-142.333298,-126.293434,422.488037,43.072159,46.946125,87.628136,-628.744324,213.792435,-83.136436,235.127502,150.904495,-1.364151,-172.544327,167.656906,112.533325,437.127380,61.091190,143.093567,234.684479,-657.136719,64.488297,48.903847,-146.974686,-135.809082,336.344910,-258.921631,85.071243,92.410347,-29.156471,-122.416039,378.972565,-19.992653,473.959351,450.190643,-197.633026,-640.555847,-181.908936,251.166199,38.672501,441.807556,-169.408630,215.747833,-1125.018188,340.714996,-503.019196,304.800720,-271.716034,-85.152306,466.778046,279.016693,299.846405,-348.859131,-432.359131,-91.925171,-41.885090,158.928543,573.724915,271.020111,-412.515320,121.039307,-264.999359,-385.660126,-624.821167,-311.562286,301.920654,829.082214,-512.825562,-69.067482,386.200195,408.552612,136.394577,178.363724,-511.592712,-58.030384,-29.749866,227.703186,-4.770675,231.308899,-409.322357,-368.855469,157.734467,67.044998,-378.303864,-89.843712
